index,id,url,#reviewers,#messages,#inline_comments,#unsolved_inline_comments,len_messages,churn,#revisions,#files,duration,len_description,subject categories,subject keywords,description categories,description keywords,subject,description
16099,qt%2Fqtbase~dev~I3863bf847bc4024b8955d3bdb9af3cdd2abc1e5e,https://codereview.qt-project.org/105886,6,4,0,0,126,233,1,1,143.545555555556,404,refactoring/,refactor|,refactoring/,refactor|,Windows: Refactor FreeType font database.,"Windows: Refactor FreeType font database.  - Split apart Windows CE/Windows code paths, moving   code out of addFontToDatabase() to separate   static functions. - Pass faceName/fullName as separate parameters to   addFontToDatabase().  This is preparatory work for introducing the delayed font population scheme for FreeType.  Task-number: QTBUG-43774 Change-Id: I3863bf847bc4024b8955d3bdb9af3cdd2abc1e5e"
16428,qt%2Fqtconnectivity~dev~I6748c09c54eb9b3f0838037543f297c8e92eadce,https://codereview.qt-project.org/85660,4,9,9,0,1293,163,3,2,5955.96,160,refactoring/,refactor|,refactoring/,refactor|,Refactor QDeclarativeBluetoothService,"Refactor QDeclarativeBluetoothService  Simplify code, fix coding style, make use of C++11 friendly defines  Change-Id: I6748c09c54eb9b3f0838037543f297c8e92eadce"
16540,qtsdk%2Fqtsdk~refactor~Ib51e32558996636ad77b706eef58ffd1da0ae698,https://codereview.qt-project.org/104044,4,2,0,0,63,0,1,0,0.5175,89,refactoring/,refactor|,refactoring/,refactor|,Merge branch 'master' into refactor,Merge branch 'master' into refactor  Change-Id: Ib51e32558996636ad77b706eef58ffd1da0ae698
16541,qtsdk%2Fqtsdk~refactor~Ic68eed6a2bd04011f618f7e1f53b8f46e98196d0,https://codereview.qt-project.org/104045,1,2,0,0,63,0,1,0,0.337222222222222,89,refactoring/,refactor|,refactoring/,refactor|,Merge branch 'master' into refactor,Merge branch 'master' into refactor  Change-Id: Ic68eed6a2bd04011f618f7e1f53b8f46e98196d0
16658,qt%2Fqtwebengine~dev~Iee4207e747e589ba67d5353cb4c18f156e555c11,https://codereview.qt-project.org/103369,6,8,1,0,459,149,2,7,20.0877777777778,315,refactoring/,refactor|,refactoring/,refactor|,Refactor our build skipping logic,"Refactor our build skipping logic  Move the logic to mkspecs to keep the .pro files robust. Add a C++11 requirement so that we can land the new snapshot.  Add the basic infrastructure for config.tests, the first one of which will ensure we have libcap on linux.  Change-Id: Iee4207e747e589ba67d5353cb4c18f156e555c11"
16746,qtsdk%2Fqtsdk~refactor~I44c950b81905c7949d8eeb9c77195815e66d1739,https://codereview.qt-project.org/102854,3,2,0,0,76,0,1,0,3.13722222222222,89,refactoring/,refactor|,refactoring/,refactor|,Merge branch 'master' into refactor,Merge branch 'master' into refactor  Change-Id: I44c950b81905c7949d8eeb9c77195815e66d1739
17241,pyside%2Fpyside-setup~dev~Id3c35c6b2c4e7eebfe1d25b555ab62468cb89f1d,https://codereview.qt-project.org/313201,1,5,0,0,198,10,2,1,144.201388888889,184,refactoring/,refactor|,refactoring/,refactor|,WIP: shiboken2: Refactor primitive type lists in overload decisor,shiboken2: Refactor primitive type lists in overload decisor  Add the missing long long on this occasion.  Task-number: PYSIDE-1372 Change-Id: Id3c35c6b2c4e7eebfe1d25b555ab62468cb89f1d
17554,qtsdk%2Fqtsdk~master~Id46f862560200cc21b8b48dbb16efc6b6b09dc70,https://codereview.qt-project.org/100244,1,4,0,0,129,202,2,1,137.950833333333,200,refactoring/,refactor|,refactoring/,refactor|,Refactor how qt5 version numbers and snapshot directories are used.,Refactor how qt5 version numbers and snapshot directories are used.  Instead of reading the qt version from command line read it from environment.  Change-Id: Id46f862560200cc21b8b48dbb16efc6b6b09dc70
17583,qt%2Fqtserialport~dev~Ic9e0afc5549311283aef7ec2ed841f5e418b7edf,https://codereview.qt-project.org/97062,1,2,0,0,210,2071,1,13,913.349722222222,104,refactoring/,refactor|,refactoring/,refactor|,WIP Deep refactor of QSPI,WIP Deep refactor of QSPI  Task-number: QTBUG-41262 Change-Id: Ic9e0afc5549311283aef7ec2ed841f5e418b7edf
17591,qtsdk%2Fqtsdk~refactor~I7482fc064c3ec6f3900abff3018b6000ab60b9d6,https://codereview.qt-project.org/100444,3,3,0,0,82,0,1,0,5.26694444444444,89,refactoring/,refactor|,refactoring/,refactor|,Merge branch 'master' into refactor,Merge branch 'master' into refactor  Change-Id: I7482fc064c3ec6f3900abff3018b6000ab60b9d6
17682,qt%2Fqtdeclarative~dev~I89d75ea71d3ad82ba83ca5d2082b21f86bce4947,https://codereview.qt-project.org/99977,1,2,0,0,37,95,1,5,0.0638888888888889,157,refactoring/,refactor|,refactoring/,refactor|,"Refactor arrayData allocation, part 2","Refactor arrayData allocation, part 2  Make realloc independent of the object containing the arrayData.  Change-Id: I89d75ea71d3ad82ba83ca5d2082b21f86bce4947"
17731,qtsdk%2Fqtsdk~refactor~I977c4841edffbaac137e6d840e3d02e0c4ab1ebb,https://codereview.qt-project.org/99735,5,3,0,0,132,9,1,1,0.964444444444444,135,refactoring/,refactor|,refactoring/,refactor|,Merge branch 'master' into refactor,Merge branch 'master' into refactor  Conflicts: 	packaging-tools/build_wrapper.py  Change-Id: I977c4841edffbaac137e6d840e3d02e0c4ab1ebb
17732,qtsdk%2Fqtsdk~refactor~I19cf9f99cf3da39877e697c37a71452ba9cba7ae,https://codereview.qt-project.org/99718,3,2,0,0,65,9,1,1,0.587222222222222,135,refactoring/,refactor|,refactoring/,refactor|,Merge branch 'master' into refactor,Merge branch 'master' into refactor  Conflicts: 	packaging-tools/build_wrapper.py  Change-Id: I19cf9f99cf3da39877e697c37a71452ba9cba7ae
18409,qt%2Fqtbase~dev~Id4a77a6ee480c65150c37905636c63852376a23c,https://codereview.qt-project.org/56121,3,3,0,0,826,664,1,2,12738.1269444444,967,refactoring/,refactor|,refactoring/,refactor|,WIP - refactor spans in QTableView,"WIP - refactor spans in QTableView  In order to do more work with spans in QTableView a new less complex model seems to be a must. It is hard to break that into minor pieces - even though more things are done in this patch.  First of all the spans gets integrated more. It is good to make different things unaware of eachother - but in this case, there if we consider visual/logical indexes - or the virtual span function (not yet implemented) we probably do want to have more interaction.  Secondly this new model is far more simple. Beside some huge functions to maintain the spans it was also arranged in two layers. (so that rows had a subtree of columns). However ln2(rowspans) + ln2(colspans) = ln2(rowspans * colspans).  The performance will be a weaker at some things, but also much faster at others, but if we consider doing something more dynamic. (e.g support of swap/moveSections) this will be better.  Change-Id: Id4a77a6ee480c65150c37905636c63852376a23c"
18469,qtsdk%2Fqtsdk~master~I09c086f3c60e03604552c761d62125b11f68fe5c,https://codereview.qt-project.org/80450,2,2,0,0,300,1187,1,2,5547.01722222222,84,refactoring/,refactor|,refactoring/,refactor|,WIP: refactor build_wrapper.py,WIP: refactor build_wrapper.py  Change-Id: I09c086f3c60e03604552c761d62125b11f68fe5c
18515,qt%2Fqtconnectivity~master~Ief9bddee627c024c1a2e77b853da32b2b113699f,https://codereview.qt-project.org/46649,4,3,0,0,221,817,1,18,15121.9833333333,101,refactoring/,refactor|,refactoring/,refactor|,Refactor ndefeditor example and add SP support.,Refactor ndefeditor example and add SP support.  Change-Id: Ief9bddee627c024c1a2e77b853da32b2b113699f
18911,qt-creator%2Fqt-creator~master~Ibe092e045b321fd26a63f86f380156ae46276950,https://codereview.qt-project.org/45859,6,6,5,0,635,256,1,13,15357.4872222222,88,refactoring/,refactor|,refactoring/,refactor|,Refactor building of QML Dump tool,Refactor building of QML Dump tool  Change-Id: Ibe092e045b321fd26a63f86f380156ae46276950
19209,qt%2Fqtbase~5.4~I29011eba6438bf9b3daad354cbec4b8e2b98ed81,https://codereview.qt-project.org/96840,5,2,0,0,54,31,1,1,0.0238888888888889,154,refactoring/,refactor|,refactoring/,refactor|,tst_QString: refactor the op+= tests,tst_QString: refactor the op+= tests  ... using the framework developed for testing QString::append.  Change-Id: I29011eba6438bf9b3daad354cbec4b8e2b98ed81
19210,qt%2Fqtbase~5.4~I609b8a05203f8a1ea12827d1798313ace5b719f2,https://codereview.qt-project.org/96839,5,2,0,0,54,112,1,1,0.0211111111111111,426,refactoring/,refactor|,refactoring/,refactor|,tst_QString: refactor the insert tests,"tst_QString: refactor the insert tests  It is tedious to test all the overloads of QString::insert, so get the help of the compiler to do it. The framework was originally developed for testing append.  This change showed that the insert(int, QStringRef), insert(int, const char*) and insert(int, QByteArray) overloads were missing. They will be added in a separate commit.  Change-Id: I609b8a05203f8a1ea12827d1798313ace5b719f2"
19211,qt%2Fqtbase~5.4~Ic3d6ad011bedc6ee7d5024094d7c3529b1b9d669,https://codereview.qt-project.org/96838,5,2,0,0,54,90,1,1,0.0186111111111111,397,refactoring/,refactor|,refactoring/,refactor|,tst_QString: refactor the prepend tests,"tst_QString: refactor the prepend tests  It is tedious to test all the overloads of QString::prepend, so get the help of the compiler to do it. The framework was originally developed for testing append.  This change showed that prepend(QStringRef) and prepend(const QChar*, int) overloads were missing. They will be added in a separate commit.  Change-Id: Ic3d6ad011bedc6ee7d5024094d7c3529b1b9d669"
19212,qt%2Fqtbase~5.4~I89df581b6d037a5af80b34dd6b5d37ac7484c774,https://codereview.qt-project.org/96837,5,2,0,0,54,213,1,1,0.0158333333333333,292,refactoring/,refactor|,refactoring/,refactor|,tst_QString: refactor the append tests,"tst_QString: refactor the append tests  It is tedious to test all the overloads of QString::append, so get the help of the compiler to do it. The framework developed for this will be used in subsequent commits for prepend and insert, too.  Change-Id: I89df581b6d037a5af80b34dd6b5d37ac7484c774"
19264,qt%2Fqtserialport~5.3~I424aa09cfaf62a6a332f882f7c7dc325328d3b70,https://codereview.qt-project.org/96411,4,5,0,0,730,56,1,2,18.0711111111111,292,refactoring/,refactor|,refactoring/,refactor|,"Refactor of QSPI on *nix related with removing of ""struct"" keywords","Refactor of QSPI on *nix related with removing of ""struct"" keywords  It is reasonable to remove of ""struct"" keywords since is used C++ compiler.  Tested on ArchLinux with on-board serial ports using Qt4 and then Qt5, no regressions found.  Change-Id: I424aa09cfaf62a6a332f882f7c7dc325328d3b70"
19424,qt%2Fqtbase~5.4~Ic7493b8be5995179b18506cc107a54930b67d892,https://codereview.qt-project.org/93911,2,12,0,0,1306,635,6,8,338.689444444444,83,refactoring/,refactor|,refactoring/,refactor|,WIP: iOS: Refactor text input,WIP: iOS: Refactor text input  Change-Id: Ic7493b8be5995179b18506cc107a54930b67d892
19806,qt%2Fqtbase~dev~Ie090a39ceddd7e58a0d8baf7d01f2a08c70162e5,https://codereview.qt-project.org/92369,6,10,2,0,701,41,3,3,1.14805555555556,527,refactoring/,refactor|,refactoring/,refactor|,refactor disconnectFromFtp to remove cached entries when necessary,"refactor disconnectFromFtp to remove cached entries when necessary  In cases where a cached ftp connection fails to connect, or a file transfer has failed, we should removed the cached connection. Since qnam has an idea of a single internal QFtp per full operation, when file transfers failed previously the cached connection would be reused for subsequent connections and thus fail.  [ChangeLog][QNetworkAccessManager][ftp] clear cached ftp connections on transfer failure  Change-Id: Ie090a39ceddd7e58a0d8baf7d01f2a08c70162e5"
20042,qt-creator%2Fqt-creator~3.1~Ib2902406f39009f9be5385abb2227589d5ac5426,https://codereview.qt-project.org/81235,3,15,0,0,722,80,7,8,3235.74972222222,107,refactoring/,refactor|,refactoring/,refactor|,WIP QmlDesigner: Refactor code in ItemLibrarySectionModel,QmlDesigner: Refactor code in ItemLibrarySectionModel  Change-Id: Ib2902406f39009f9be5385abb2227589d5ac5426
20484,qt-creator%2Fqt-creator~master~I6d5085b591439cc2e79ca0f9872a1c0497c5f220,https://codereview.qt-project.org/88418,2,2,0,0,37,10,1,2,2.555,119,refactoring/,refactor|,refactoring/,refactor|,QmlDesigner: Refactor currentModel() getters in QmlDesignerPlugin,QmlDesigner: Refactor currentModel() getters in QmlDesignerPlugin  Change-Id: I6d5085b591439cc2e79ca0f9872a1c0497c5f220
20485,qt-creator%2Fqt-creator~master~I01017b9e8f6ea5a444a6927756b8fb5370020e90,https://codereview.qt-project.org/88417,2,2,0,0,157,26,1,2,2.55305555555556,125,refactoring/,refactor|,refactoring/,refactor|,QmlDesigner: Refactor the rewriterView getters in the QmlDesignerPlugin,QmlDesigner: Refactor the rewriterView getters in the QmlDesignerPlugin  Change-Id: I01017b9e8f6ea5a444a6927756b8fb5370020e90
20598,qt%2Fqtmultimedia~stable~I02ebfc239dfe380314389ee5d38c99db3525222f,https://codereview.qt-project.org/83647,3,7,1,0,664,2215,3,15,1513.37138888889,614,refactoring/,refactor|,refactoring/,refactor|,DirectShow: Refactor camera backend.,DirectShow: Refactor camera backend.  Almost entire rewrite of the camera backend. It doesn't provide new features but is more stable and behave as it should.  - Correctly report camera state and status - Correctly report if the camera is ready to capture - Emit imageExposed() signal - Save captured images in an appropriate directory - Images can be captured even without a viewport - Better error handling  Removed the custom QVideoWidgetControl as it doesn't provide anything more than the QVideoWidget's renderer control fallback.  Task-number: QTBUG-33782 Change-Id: I02ebfc239dfe380314389ee5d38c99db3525222f
20762,qtsdk%2Fqtsdk~master~Iaac7c2955b6fb983710922cd7f72e506f547b040,https://codereview.qt-project.org/76116,3,2,0,0,189,65,1,1,3214.90055555556,77,refactoring/,refactor|,refactoring/,refactor|,WIP: Refactor ICU build,WIP: Refactor ICU build  Change-Id: Iaac7c2955b6fb983710922cd7f72e506f547b040
21091,playground%2Fuihelpers~master~I9948384e593c98371e50e09925e0c22dce940556,https://codereview.qt-project.org/27402,2,6,0,0,307,85,3,35,16896.0977777778,257,refactoring/,refactor|,refactoring/,refactor|,WIP: Refactor the UiHelpers build system,WIP: Refactor the UiHelpers build system  This refactor aims to fix issues with make install in some architectures. The new structure is based on how the qtdeclarative module builds its libs and plugins.  Change-Id: I9948384e593c98371e50e09925e0c22dce940556
21264,qt%2Fqtconnectivity~dev~If449420d936c96e62518fc408e6a1e35b79988a8,https://codereview.qt-project.org/83390,4,5,11,0,641,20,1,3,68.2766666666667,231,refactoring/,refactor|,refactoring/,refactor|,Refactor disconnection signals emittance in QBluetoothSocket,Refactor disconnection signals emittance in QBluetoothSocket  This fixes a duplicate switching to the unconnected state in case the disconnect signal is being used to reconnect.  Change-Id: If449420d936c96e62518fc408e6a1e35b79988a8
21328,qtsdk%2Fqtsdk~master~Iabe04a1bd9071290e35d4931c6232579737aa693,https://codereview.qt-project.org/76040,1,2,0,0,115,83,1,1,1917.12138888889,99,refactoring/,refactor|,refactoring/,refactor|,WIP: Refactor handle_qt_desktop_release_build,WIP: Refactor handle_qt_desktop_release_build  Change-Id: Iabe04a1bd9071290e35d4931c6232579737aa693
21356,qbs%2Fqbs~1.2~I9668ba213953698bc438ef3777cef77665a09072,https://codereview.qt-project.org/82929,3,2,0,0,148,83,1,4,18.0719444444444,178,refactoring/,refactor|,refactoring/,refactor|,Refactor JavaScript functions into more sensible locations.,Refactor JavaScript functions into more sensible locations.  NOTE: Gcc.removePrefixAndSuffix had no callers and was removed.  Change-Id: I9668ba213953698bc438ef3777cef77665a09072
